stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,minorityInterest_y,otherOperatingExpenses,discontinuedOperations
ABTX,2019-09-30,3897485000.0,8333000.0,267272000.0,910686.0,459613000.0,367138000.0,324153000.0,67175000.0,6494000.0,580000.0,3902400000.0,300619000.0,3900679000.0,6494000.0,223642000.0,17744000.0,149389000.0,15201000.0,20737000.0,4905840000.0,90040.0,27049000.0,706308000.0,4199532000.0,529688000.0,23053000.0,46095682.0,598431.0,294731000.0,-11214000.0,2271000.0,564190.0,402740.0,-2033000.0,-5172000.0,2001000.0,20985000.0,-5292.0,-13986000.0,68012000.0,12047000,4931000.0,94550000.0,71195000.0,-47523000.0,0,496000.0,-2219000.0,36845000.0,12047000.0,12047000.0,-1138400,0,28870600,45129000,3073000,-13095.0,16258400.0,0,45129000,26643600.0,12047000,15120000.0,1986608.0,294731000.0,2227000.0,
ABTX,2019-06-30,3860640000.0,6294000.0,196017000.0,910686.0,456828000.0,357039000.0,255409000.0,59690000.0,4233000.0,580000.0,3864171000.0,232607000.0,3874200000.0,4233000.0,223642000.0,14230000.0,137342000.0,16508000.0,21147000.0,4794211000.0,90040.0,27049000.0,704701000.0,4089510000.0,541979000.0,24231000.0,46095682.0,598431.0,294731000.0,-650000.0,-535000.0,564190.0,402740.0,-2033000.0,5673000.0,1933000.0,14153000.0,-5292.0,-15825000.0,-26236000.0,14248000,-976000.0,10159000.0,-54997000.0,-50548000.0,0,402000.0,-649000.0,80579000.0,14248000.0,14248000.0,-2133000,0,27947000,48009000,3681000,-13095.0,20062000.0,0,48009000,25606000.0,14248000,17929000.0,1986608.0,294731000.0,2341000.0,
NATH,2019-12-29,4434000.0,599000.0,145968000.0,10436000.0,-65561000.0,357039000.0,89392000.0,13639000.0,4233000.0,52000.0,11631000.0,77395000.0,507000.0,-79288000.0,95000.0,2837000.0,-47076000.0,744000.0,94000.0,104930000.0,604000.0,27049000.0,-64169000.0,169099000.0,62101000.0,1297000.0,46095682.0,598431.0,294731000.0,-179000.0,418000.0,1750000.0,16000.0,-1479000.0,5673000.0,294000.0,567000.0,-5292.0,-985000.0,-2076000.0,1213000,-335000.0,-2464000.0,-54997000.0,-179000.0,-2961000,402000.0,-649000.0,80579000.0,1213000.0,1213000.0,-2724000,13599000,17079000,21376000,360000,-2650000.0,4297000.0,4297000,7777000,3186000.0,1213000,1573000.0,1986608.0,294731000.0,2341000.0,
NATH,2019-09-29,4914000.0,615000.0,145795000.0,12170000.0,-64367000.0,357039000.0,92851000.0,11970000.0,4233000.0,359000.0,13973000.0,79471000.0,819000.0,-78303000.0,95000.0,2988000.0,-46810000.0,501000.0,94000.0,107060000.0,999000.0,27049000.0,-62947000.0,170007000.0,62072000.0,1325000.0,46095682.0,598431.0,294731000.0,-76000.0,20000.0,2808000.0,133000.0,-1479000.0,5673000.0,337000.0,7131000.0,-5292.0,-8000.0,5568000.0,3658000,232000.0,-1487000.0,-54997000.0,-76000.0,-230000,402000.0,-649000.0,80579000.0,3658000.0,3658000.0,-2263000,18464000,22360000,29726000,1445000,-2651000.0,7366000.0,7366000,11262000,3559000.0,3658000,5103000.0,1986608.0,294731000.0,2341000.0,
NATH,2019-06-30,5806000.0,748000.0,145622000.0,14974000.0,-66596000.0,357039000.0,90398000.0,12339000.0,4233000.0,351000.0,13854000.0,73903000.0,816000.0,-78303000.0,95000.0,3365000.0,-48989000.0,563000.0,94000.0,105001000.0,2722000.0,27049000.0,-65148000.0,170149000.0,62050000.0,1353000.0,46095682.0,598431.0,294731000.0,-106000.0,275000.0,-4828000.0,-213000.0,-1479000.0,5673000.0,310000.0,-1036000.0,-5292.0,-8000.0,-1543000.0,5369000,308000.0,-401000.0,-54997000.0,-106000.0,-2430000,402000.0,-649000.0,80579000.0,5369000.0,5369000.0,-2242000,16779000,21091000,30518000,1816000,-2650000.0,9427000.0,9427000,13739000,4002000.0,5369000,7185000.0,1986608.0,294731000.0,2341000.0,
NATH,2019-03-31,5222000.0,535000.0,145449000.0,10173000.0,-71592000.0,357039000.0,87161000.0,4889000.0,4233000.0,343000.0,14924000.0,75446000.0,808000.0,-78303000.0,95000.0,4077000.0,-52879000.0,763000.0,93000.0,94306000.0,1385000.0,27049000.0,-70144000.0,164450000.0,60945000.0,1353000.0,46095682.0,598431.0,294731000.0,-121000.0,457000.0,-636000.0,-53000.0,-1048000.0,5673000.0,250000.0,3783000.0,-5292.0,-8000.0,2614000.0,2492000,-115000.0,-1048000.0,-54997000.0,-121000.0,1215000,402000.0,-649000.0,80579000.0,2492000.0,2492000.0,-2434000,12869000,16616000,22129000,587000,-2841000.0,5513000.0,5513000,9260000,3497000.0,2492000,3079000.0,1986608.0,294731000.0,2341000.0,
EGBN,2020-03-31,8141568000.0,8237000.0,267784000.0,10173000.0,1058083000.0,887816000.0,1037052000.0,39342000.0,13065000.0,30366000.0,8487723000.0,939614000.0,7923314000.0,13065000.0,95000.0,54012000.0,710072000.0,86036000.0,320000.0,9992219000.0,1385000.0,27049000.0,1162778000.0,8829441000.0,439321000.0,104695000.0,46095682.0,598431.0,294731000.0,-83000.0,13906000.0,-636000.0,-53000.0,-7225000.0,-4794000.0,1171000.0,35786000.0,-5292.0,-44168000.0,697641000.0,23123000,-2414000.0,966377000.0,100397000.0,-304522000.0,0,196000.0,-6138000.0,917177000.0,23123000.0,23123000.0,-1424000,0,35923000,68792000,8322000,-2841000.0,32869000.0,0,68792000,32180000.0,23123000,31445000.0,1986608.0,294731000.0,3743000.0,
EGBN,2019-12-31,7224391000.0,1487000.0,217687000.0,10173000.0,1086449000.0,873063000.0,300758000.0,41994000.0,2959000.0,29804000.0,7514516000.0,241973000.0,7668165000.0,2959000.0,95000.0,44344000.0,705105000.0,56707000.0,331000.0,8988719000.0,1385000.0,27049000.0,1190681000.0,7798038000.0,482286000.0,571000.0,46095682.0,598431.0,294731000.0,-668000.0,-2701000.0,-636000.0,-53000.0,-7406000.0,-7050000.0,-2501000.0,40345000.0,-5292.0,-21518000.0,-153549000.0,35456000,10091000.0,-56166000.0,150683000.0,-137728000.0,0,197000.0,-137827000.0,-178122000.0,35456000.0,35456000.0,-879000,0,33847000,84499000,14317000,-2841000.0,50652000.0,0,84499000,30312000.0,35456000,49773000.0,1986608.0,294731000.0,3535000.0,
EGBN,2019-09-30,7402513000.0,1487000.0,217589000.0,10173000.0,1079679000.0,736545000.0,449749000.0,41067000.0,4637000.0,29722000.0,7542045000.0,395522000.0,7671191000.0,4637000.0,95000.0,38185000.0,677055000.0,52199000.0,336000.0,9003467000.0,1385000.0,27049000.0,1184594000.0,7818873000.0,502566000.0,104915000.0,46095682.0,598431.0,294731000.0,-2171000.0,-6568000.0,-636000.0,-53000.0,-7327000.0,5268000.0,3748000.0,43534000.0,-5292.0,-33385000.0,198888000.0,36495000,9859000.0,285749000.0,-126372000.0,-130395000.0,0,212000.0,36374000.0,452621000.0,36495000.0,36495000.0,-2085000,0,31388000,84117000,14149000,-2841000.0,52729000.0,0,84117000,27616000.0,36495000,50644000.0,1986608.0,294731000.0,3772000.0,
EGBN,2019-06-30,6949892000.0,1394000.0,217491000.0,10173000.0,1079363000.0,774143000.0,235962000.0,43390000.0,3767000.0,30220000.0,7207112000.0,196634000.0,7511289000.0,3767000.0,95000.0,29159000.0,647887000.0,37506000.0,343000.0,8670003000.0,1385000.0,27049000.0,1184582000.0,7485421000.0,532585000.0,105219000.0,46095682.0,598431.0,294731000.0,876000.0,-10038000.0,-636000.0,-53000.0,-7599000.0,1002000.0,2609000.0,21101000.0,-5292.0,-33385000.0,74544000.0,37243000,-8713000.0,239844000.0,-19749000.0,-186401000.0,0,219000.0,31060000.0,266973000.0,37243000.0,37243000.0,-1126000,0,32233000,84089000,13487000,-2841000.0,51856000.0,0,84089000,28006000.0,37243000,50730000.0,1986608.0,294731000.0,4227000.0,
PUK,2019-12-31,6949892000.0,1394000.0,7089000000.0,2330000000.0,15309000000.0,385831000000.0,28190000000.0,1065000000.0,3105000000.0,4075000000.0,20762000000.0,2491000000.0,20683000000.0,2922000000.0,969000000.0,406209000000.0,13758000000.0,21932000000.0,172000000.0,454214000000.0,6786000000.0,27049000.0,19477000000.0,434545000000.0,2625000000.0,17476000000.0,46095682.0,598431.0,192000000.0,-21404675.0,-2160837792.0,-636000.0,-53000.0,-240879213.0,161578703.0,161036753.0,-2697861036.0,116730779.0,-33385000.0,-2720057512.0,-624988975,254928979.0,-149101284.0,196383120.0,10174028.0,0,4377922.0,31060000.0,-108983114.0,-624988975.0,383824018.0,-59643765,18132327852,19514932381,19979052240,20652076,-108341037.0,464119859.0,464119859,1846724389,1336729984.0,-624988975,404476094.0,1986608.0,192000000.0,45874545.0,-1007624032.0
PUK,2019-09-30,6949892000.0,1394000.0,7089000000.0,2330000000.0,15309000000.0,385831000000.0,28190000000.0,1065000000.0,3105000000.0,4075000000.0,20762000000.0,2491000000.0,20683000000.0,2922000000.0,969000000.0,406209000000.0,13758000000.0,21932000000.0,172000000.0,454214000000.0,6786000000.0,27049000.0,19477000000.0,434545000000.0,2625000000.0,17476000000.0,46095682.0,598431.0,192000000.0,-22160386.0,-2160885024.0,-636000.0,-53000.0,-281970973.0,150054118.0,164957001.0,-2715809161.0,115644446.0,-33385000.0,-2828360277.0,-552487996,160606858.0,-226089294.0,177490357.0,-2106268.0,0,4850241.0,31060000.0,-126458920.0,-552487996.0,426096576.0,-64697580,19904799663,21375019382,21896903865,31090328,-119015448.0,521884483.0,521884483,1992104201,1420377693.0,-552487996,457186903.0,1986608.0,192000000.0,49842025.0,-977159451.0
PUK,2019-06-30,6949892000.0,1394000.0,8240000000.0,2382000000.0,16887000000.0,285738000000.0,239705000000.0,785000000.0,2773000000.0,2762000000.0,230364000000.0,5208000000.0,15286000000.0,2594000000.0,510000000.0,295942000000.0,14974000000.0,231029000000.0,130000000.0,554683000000.0,216225000000.0,27049000.0,19672000000.0,534988000000.0,1974000000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,-500000.0,-636000.0,-53000.0,-435000000.0,-122000000.0,41500000.0,-190000000.0,-11500000.0,-33385000.0,-1146500000.0,767500000,-998500000.0,-815000000.0,-200000000.0,-130000000.0,0,5000000.0,31060000.0,-185000000.0,767500000.0,447500000.0,-53500000,18763500000,19691000000,20302500000,110500000,-113000000.0,611500000.0,611500000,1539000000,885500000.0,767500000,558000000.0,1986608.0,23000000.0,42000000.0,322500000.0
PUK,2019-03-31,6949892000.0,1394000.0,8240000000.0,2382000000.0,16887000000.0,285738000000.0,239705000000.0,785000000.0,2773000000.0,2762000000.0,230364000000.0,5208000000.0,15286000000.0,2594000000.0,510000000.0,295942000000.0,14974000000.0,231029000000.0,130000000.0,554683000000.0,216225000000.0,27049000.0,19672000000.0,534988000000.0,1974000000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,-500000.0,-636000.0,-53000.0,-435000000.0,-122000000.0,41500000.0,-190000000.0,-11500000.0,-33385000.0,-1146500000.0,767500000,-998500000.0,-815000000.0,-200000000.0,-130000000.0,0,5000000.0,31060000.0,-185000000.0,767500000.0,447500000.0,-53500000,18763500000,19691000000,20302500000,110500000,-113000000.0,611500000.0,611500000,1539000000,885500000.0,767500000,558000000.0,1986608.0,23000000.0,42000000.0,322500000.0
TSLX,2020-03-31,6949892000.0,1394000.0,980158000.0,9756000.0,1036736000.0,2028840000.0,36145000.0,785000000.0,2773000000.0,2762000000.0,45317000.0,5450000.0,16732000.0,-4291000.0,510000000.0,19506000.0,27279000.0,14315000.0,669000.0,2081717000.0,27355000.0,27049000.0,1036736000.0,1044981000.0,1013079000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,177319000.0,3314000.0,-53000.0,-25102000.0,-122000000.0,41500000.0,154266000.0,-11500000.0,-2932000.0,5622000.0,-53099000,24683000.0,-148644000.0,-116497000.0,-130000000.0,709000,5000000.0,31060000.0,-4113000.0,-53099000.0,-53099000.0,-99671000,0,18688000,66270000,1010000,-3729000.0,47582000.0,47582000,66270000,18688000.0,-53099000,-52089000.0,1986608.0,23000000.0,42000000.0,322500000.0
TSLX,2019-12-31,6949892000.0,1394000.0,1094467000.0,13055000.0,1119297000.0,2221942000.0,35003000.0,785000000.0,2773000000.0,2762000000.0,43270000.0,4828000.0,23986000.0,-1359000.0,510000000.0,23897000.0,110720000.0,9315000.0,666000.0,2280931000.0,25927000.0,27049000.0,1119297000.0,1161634000.0,1009270000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,-193044000.0,-694000.0,-53000.0,-26581000.0,-122000000.0,41500000.0,-156077000.0,-11500000.0,-2932000.0,6033000.0,37702000,-691000.0,162110000.0,192883000.0,-130000000.0,-948000,5000000.0,31060000.0,-4192000.0,37702000.0,37702000.0,-9504000,0,18426000,66532000,900000,-15160000.0,48106000.0,48106000,66532000,18426000.0,37702000,38602000.0,1986608.0,23000000.0,42000000.0,322500000.0
TSLX,2019-09-30,6949892000.0,1394000.0,787617000.0,12516000.0,1108258000.0,2038798000.0,25770000.0,785000000.0,2773000000.0,2762000000.0,159105000.0,3145000.0,8722000.0,-1359000.0,510000000.0,18310000.0,100794000.0,4965000.0,664000.0,2073290000.0,25846000.0,27049000.0,1108258000.0,965032000.0,1008159000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,8549000.0,-1933000.0,-53000.0,-23632000.0,-122000000.0,41500000.0,47796000.0,-11500000.0,-2932000.0,-1852000.0,30341000,8968000.0,-49648000.0,-26014000.0,-130000000.0,438000,5000000.0,31060000.0,-2000.0,30341000.0,30341000.0,-18972000,0,19187000,70050000,1550000,-11065000.0,50863000.0,50863000,70050000,19187000.0,30341000,31891000.0,1986608.0,23000000.0,42000000.0,322500000.0
TSLX,2019-06-30,6949892000.0,1394000.0,815528000.0,11012000.0,1101643000.0,2049991000.0,29199000.0,785000000.0,2773000000.0,2762000000.0,156516000.0,4997000.0,10542000.0,-1359000.0,510000000.0,16045000.0,98950000.0,4965000.0,661000.0,2089732000.0,25752000.0,27049000.0,1101643000.0,988089000.0,1003391000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,-241032000.0,-905000.0,-53000.0,-20058000.0,-122000000.0,41500000.0,-182790000.0,-11500000.0,-2932000.0,312000.0,47795000,9909000.0,183102000.0,203427000.0,-130000000.0,32000,5000000.0,31060000.0,-267000.0,47795000.0,47795000.0,3929000,0,17561000,62427000,1000000,-6600000.0,44866000.0,44866000,62427000,17561000.0,47795000,48795000.0,1986608.0,23000000.0,42000000.0,322500000.0
LOGC,2020-03-31,2181000.0,1394000.0,815528000.0,11012000.0,33707000.0,2049991000.0,46337000.0,1790000.0,2773000000.0,2762000000.0,5180000.0,43153000.0,10542000.0,-1359000.0,510000000.0,16045000.0,-76825000.0,146000.0,3000.0,48749000.0,1290000.0,27049000.0,33707000.0,15042000.0,110529000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,1188000.0,-905000.0,-53000.0,-20058000.0,-122000000.0,105000.0,-7538000.0,-11500000.0,-2932000.0,10046000.0,-9455000,-1998000.0,84000.0,203427000.0,17500000.0,2622000,84000.0,17500000.0,-267000.0,-9455000.0,-9455000.0,-111000,0,10365000,1021000,0,-272000.0,-9344000.0,-9344000,1021000,3192000.0,-9455000,-9455000.0,7173000.0,23000000.0,42000000.0,322500000.0
LOGC,2019-12-31,624000.0,1394000.0,815528000.0,11012000.0,42287000.0,2049991000.0,52838000.0,2200000.0,2773000000.0,2762000000.0,3563000.0,33107000.0,10542000.0,-1359000.0,510000000.0,16045000.0,-67370000.0,146000.0,3000.0,55660000.0,276000.0,27049000.0,42287000.0,13373000.0,109640000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,767000.0,-905000.0,-53000.0,-20058000.0,-122000000.0,100000.0,-11702000.0,-11500000.0,-2932000.0,-4951000.0,-11465000,202000.0,81000.0,203427000.0,6669000.0,-1306000,81000.0,7000000.0,-267000.0,-11465000.0,-11465000.0,-33000,0,11432000,0,0,-275000.0,-11432000.0,-11432000,0,3054000.0,-11465000,-11465000.0,8378000.0,23000000.0,42000000.0,322500000.0
LOGC,2019-09-30,1954000.0,1394000.0,815528000.0,11012000.0,53198000.0,2049991000.0,64929000.0,2158000.0,2773000000.0,2762000000.0,4130000.0,38680000.0,10542000.0,-1359000.0,510000000.0,16045000.0,-55905000.0,146000.0,3000.0,67087000.0,265000.0,27049000.0,53198000.0,13889000.0,109081000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,836000.0,-905000.0,-53000.0,-20058000.0,-122000000.0,85000.0,-10086000.0,-11500000.0,-2932000.0,13224000.0,-10918000,-420000.0,9906000.0,203427000.0,13403000.0,331000,61000.0,13738000.0,-267000.0,-10918000.0,-10918000.0,115000,0,11033000,0,0,-271000.0,-11033000.0,-11033000,0,2175000.0,-10918000,-10918000.0,8858000.0,23000000.0,42000000.0,322500000.0
LOGC,2019-06-30,1657000.0,1394000.0,815528000.0,11012000.0,63411000.0,2049991000.0,65792000.0,2238000.0,2773000000.0,2762000000.0,4619000.0,25456000.0,10542000.0,-1359000.0,510000000.0,16045000.0,-44987000.0,146000.0,3000.0,68030000.0,232000.0,27049000.0,63411000.0,4619000.0,108362000.0,12659000000.0,46095682.0,598431.0,23000000.0,-8000000.0,582000.0,-905000.0,-53000.0,-20058000.0,-122000000.0,65000.0,-8730000.0,-11500000.0,-2932000.0,-2414000.0,-10048000,424000.0,82000.0,203427000.0,6232000.0,247000,82000.0,6734000.0,-267000.0,-10048000.0,-10048000.0,410000,0,10458000,0,0,-271000.0,-10458000.0,-10458000,0,2524000.0,-10048000,-10048000.0,7934000.0,23000000.0,42000000.0,322500000.0
NUE,2020-04-04,1072638000.0,3875590000.0,4243181000.0,2273157000.0,7267204000.0,533900000.0,7847251000.0,6416959000.0,-367627000.0,2762000000.0,2218572000.0,1245157000.0,166951000.0,-3115917000.0,2182994000.0,808239000.0,11012690000.0,307347000.0,152061000.0,17866061000.0,249300000.0,27049000.0,10168204000.0,7269992000.0,2119370000.0,718006000.0,146000000.0,598431.0,427865000.0,-416557000.0,350291000.0,-124036000.0,-41993000.0,-122940000.0,535000.0,197275000.0,201206000.0,-7163000.0,-39708000.0,-289448000.0,20331000,-228616000.0,-228614000.0,-24183000.0,-254877000.0,-28033000,82000.0,150889000.0,-41783000.0,19701000.0,54379000.0,-329579000,4995069000,5148461000,5624337000,91918000,-47596000.0,475876000.0,475876000,629268000,153392000.0,20331000,146297000.0,7934000.0,427865000.0,42000000.0,322500000.0
NUE,2019-12-31,1085298000.0,3842095000.0,4215341000.0,2400902000.0,7414617000.0,793200000.0,8226370000.0,6269678000.0,-302966000.0,2762000000.0,2463774000.0,1534605000.0,112169000.0,-3016897000.0,2201063000.0,723538000.0,11115056000.0,148728000.0,152061000.0,18344666000.0,243999000.0,27049000.0,10357866000.0,7553490000.0,2107646000.0,742186000.0,300040000.0,598431.0,433310000.0,-492647000.0,106016000.0,163557000.0,235884000.0,-122792000.0,697000.0,227041000.0,689199000.0,425000.0,-110354000.0,-151760000.0,107823000,-75142000.0,-215874000.0,14719000.0,-625510000.0,-73060000,82000.0,-68645000.0,-7700000.0,107083000.0,134253000.0,-59730000,4691358000,4893786000,5131746000,43977000,-37622000.0,237960000.0,237960000,440388000,167428000.0,107823000,178230000.0,7934000.0,433310000.0,42000000.0,322500000.0
NUE,2019-09-28,1310670000.0,4072464000.0,4214824000.0,2312366000.0,7498281000.0,826100000.0,8684288000.0,5978752000.0,-313766000.0,2762000000.0,2585993000.0,1686365000.0,66359000.0,-2942134000.0,2186499000.0,695788000.0,11130172000.0,363477000.0,152061000.0,18506265000.0,127500000.0,27049000.0,10449047000.0,7645232000.0,2108948000.0,764267000.0,249616000.0,598431.0,411986000.0,-334699000.0,52877000.0,85768000.0,195642000.0,-122796000.0,697000.0,177885000.0,932359000.0,-66000.0,-277000.0,254573000.0,275031000,131929000.0,-141488000.0,-12362000.0,-536232000.0,68274000,82000.0,-216059000.0,-6053000.0,273376000.0,293587000.0,-32871000,4887059000,5051292000,5464502000,86752000,-40721000.0,413210000.0,413210000,577443000,164233000.0,275031000,380339000.0,7934000.0,411986000.0,42000000.0,322500000.0
NUE,2019-06-29,1219792000.0,4268799000.0,4234308000.0,2399239000.0,7326486000.0,821200000.0,8467199000.0,5797513000.0,-297760000.0,2762000000.0,2380414000.0,1431792000.0,66337000.0,-2928103000.0,2187825000.0,668787000.0,10977950000.0,317369000.0,152061000.0,18126480000.0,127400000.0,27049000.0,10300717000.0,7428472000.0,2098809000.0,786406000.0,50000000.0,598431.0,397291000.0,-361161000.0,111899000.0,90057000.0,173212000.0,-123074000.0,697000.0,185056000.0,537147000.0,464000.0,-138763000.0,-119015000.0,386483000,55645000.0,-289810000.0,-11351000.0,-366816000.0,-237274000,82000.0,-11141000.0,-19377000.0,384052000.0,412277000.0,-31892000,5115192000,5329472000,5895986000,122345000,-41953000.0,566514000.0,566514000,780794000,214280000.0,386483000,534622000.0,7934000.0,397291000.0,42000000.0,322500000.0
KSU,2020-03-31,405000000.0,143600000.0,3227000000.0,269800000.0,4432500000.0,45900000.0,621900000.0,9005400000.0,-25500000.0,2762000000.0,470700000.0,91000000.0,92500000.0,-25500000.0,2187825000.0,1254600000.0,3532000000.0,117500000.0,1000000.0,9765700000.0,48600000.0,27049000.0,4432500000.0,5003700000.0,925000000.0,786406000.0,50000000.0,17100000.0,323900000.0,-177000000.0,83700000.0,-2900000.0,5900000.0,-38600000.0,-6300000.0,89400000.0,283200000.0,-4100000.0,-111700000.0,-57800000.0,151800000,-6700000.0,-148300000.0,-2400000.0,-188600000.0,-38000000,4400000.0,-4300000.0,-19377000.0,151700000.0,152300000.0,-97300000,342700000,436900000,731700000,45200000,-34200000.0,294800000.0,294800000,389000000,214280000.0,151800000,197500000.0,7934000.0,323900000.0,4800000.0,322500000.0
KSU,2019-12-31,157100000.0,150600000.0,3221200000.0,341500000.0,4265900000.0,47600000.0,728600000.0,8826900000.0,-29100000.0,2762000000.0,491300000.0,148800000.0,32700000.0,-29100000.0,2187825000.0,1235900000.0,3601300000.0,66700000.0,1000000.0,9786800000.0,130200000.0,27049000.0,4416900000.0,5040900000.0,843700000.0,786406000.0,50000000.0,16100000.0,323400000.0,-119400000.0,53100000.0,-2500000.0,5200000.0,-38600000.0,-8700000.0,88000000.0,245500000.0,-4100000.0,-550000000.0,87200000.0,127200000,-23800000.0,-22300000.0,570300000.0,-136000000.0,-1700000,2200000.0,-9700000.0,-19377000.0,127200000.0,127900000.0,-71800000,357300000,450200000,729500000,79600000,-31800000.0,279300000.0,279300000,372200000,214280000.0,127200000,207500000.0,7934000.0,323400000.0,4900000.0,322500000.0
KSU,2019-09-30,415900000.0,161800000.0,2387600000.0,273400000.0,4868900000.0,53500000.0,613900000.0,8984000000.0,-30600000.0,2762000000.0,786200000.0,61600000.0,47000000.0,-30600000.0,2187825000.0,1227100000.0,3951200000.0,117100000.0,1000000.0,9698400000.0,36700000.0,27049000.0,4868900000.0,4501200000.0,947300000.0,786406000.0,50000000.0,286900000.0,322700000.0,-155500000.0,33700000.0,23300000.0,-9200000.0,-36000000.0,-1800000.0,86500000.0,316800000.0,-4100000.0,-99800000.0,14000000.0,180200000,-16700000.0,-136600000.0,-2300000.0,-166200000.0,19000000,1500000.0,-11700000.0,-19377000.0,180100000.0,180600000.0,-34200000,367300000,458700000,747700000,74200000,-27900000.0,289000000.0,289000000,380400000,214280000.0,180200000,254800000.0,7934000.0,322700000.0,4900000.0,322500000.0
